id,body_part,equipment,gif_url,name,target
1280,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1280.gif,"dumbbell incline one arm fly on exercise ball",pectorals
1281,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1281.gif,"dumbbell incline one arm press",pectorals
1282,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1282.gif,"dumbbell incline one arm press on exercise ball",pectorals
1283,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1283.gif,"dumbbell incline press on exercise ball",pectorals
1284,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1284.gif,"dumbbell lying pullover on exercise ball",pectorals
1285,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1285.gif,"dumbbell one arm bench fly",pectorals
1286,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1286.gif,"dumbbell one arm chest fly on exercise ball",pectorals
1287,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1287.gif,"dumbbell one arm decline chest press",pectorals
1288,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1288.gif,"dumbbell one arm fly on exercise ball",pectorals
1289,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1289.gif,"dumbbell one arm incline chest press",pectorals
1290,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1290.gif,"dumbbell one arm press on exercise ball",pectorals
1291,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1291.gif,"dumbbell one arm pullover on exercise ball",pectorals
1292,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1292.gif,"dumbbell one leg fly on exercise ball",pectorals
1293,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1293.gif,"dumbbell press on exercise ball",pectorals
1294,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1294.gif,"dumbbell pullover hip extension on exercise ball",pectorals
1295,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1295.gif,"dumbbell pullover on exercise ball",pectorals
1296,chest,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1296.gif,"exercise ball pike push up",pectorals
1297,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1297.gif,"isometric chest squeeze",pectorals
1298,chest,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/1298.gif,"kettlebell one arm floor press",pectorals
1299,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1299.gif,"lever incline chest press",pectorals
1300,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1300.gif,"lever decline chest press",pectorals
1301,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1301.gif,"machine inner chest press",pectorals
1302,chest,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/1302.gif,"medicine ball chest pass",pectorals
1303,chest,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/1303.gif,"medicine ball chest push from 3 point stance",pectorals
1304,chest,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/1304.gif,"medicine ball chest push multiple response",pectorals
1305,chest,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/1305.gif,"medicine ball chest push single response",pectorals
1306,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1306.gif,"plyo push up",pectorals
1307,chest,"bosu ball",http://d205bpvrqc9yn1.cloudfront.net/1307.gif,"push up on bosu ball",pectorals
1308,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/1308.gif,"smith wide grip bench press",pectorals
1309,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/1309.gif,"smith wide grip decline bench press",pectorals
1310,chest,weighted,http://d205bpvrqc9yn1.cloudfront.net/1310.gif,"weighted drop push up",pectorals
1311,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1311.gif,"wide hand push up",pectorals
1312,chest,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/1312.gif,"medicine ball chest push with run release",pectorals
1313,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1313.gif,"lever unilateral row","upper back"
1314,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1314.gif,"back extension on exercise ball",spine
1316,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/1316.gif,"barbell bent arm pullover",lats
1317,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/1317.gif,"barbell reverse grip incline bench row","upper back"
1318,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1318.gif,"cable incline bench row","upper back"
1319,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1319.gif,"cable palm rotational row","upper back"
1320,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1320.gif,"cable rope crossover seated row","upper back"
1321,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1321.gif,"cable rope elevated seated row","upper back"
1322,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1322.gif,"cable rope extension incline bench row","upper back"
1323,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1323.gif,"cable rope seated row","upper back"
1324,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1324.gif,"cable upper row","upper back"
1325,back,cable,http://d205bpvrqc9yn1.cloudfront.net/1325.gif,"cable wide grip rear pulldown behind neck",lats
1326,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1326.gif,chin-up,lats
1327,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1327.gif,"close grip chin-up",lats
1328,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1328.gif,"dumbbell lying rear delt row","upper back"
1329,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1329.gif,"dumbbell palm rotational bent over row","upper back"
1330,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1330.gif,"dumbbell reverse grip incline bench one arm row","upper back"
1331,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1331.gif,"dumbbell reverse grip incline bench two arm row","upper back"
1332,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1332.gif,"exercise ball alternating arm ups",lats
1333,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1333.gif,"exercise ball back extension with arms extended",spine
1334,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1334.gif,"exercise ball back extension with hands behind head",spine
1335,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1335.gif,"exercise ball back extension with knees off ground",spine
1336,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1336.gif,"exercise ball back extension with rotation",spine
1338,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1338.gif,"exercise ball hug",spine
1339,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1339.gif,"exercise ball lat stretch",lats
1341,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1341.gif,"exercise ball lower back stretch (pyramid)",lats
1342,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1342.gif,"exercise ball lying side lat stretch",lats
1343,back,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1343.gif,"exercise ball prone leg raise",spine
1344,back,"ez barbell",http://d205bpvrqc9yn1.cloudfront.net/1344.gif,"ez bar reverse grip bent over row","upper back"
1345,back,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/1345.gif,"kettlebell two arm row","upper back"
1346,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1346.gif,"kneeling lat stretch",lats
1347,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1347.gif,"lever one arm lateral wide pulldown ",lats
1348,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1348.gif,"lever reverse grip vertical row","upper back"
1349,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1349.gif,"lever reverse t-bar row","upper back"
1350,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1350.gif,"lever seated row","upper back"
1351,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1351.gif,"lever t-bar reverse grip row","upper back"
1352,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1352.gif,"lower back curl",spine
1353,back,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/1353.gif,"medicine ball catch and overhead throw",lats
1354,back,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/1354.gif,"medicine ball overhead slam","upper back"
1355,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1355.gif,"one arm against wall",lats
1356,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1356.gif,"lever one arm lateral high row","upper back"
1358,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1358.gif,"side lying floor stretch",lats
1359,back,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/1359.gif,"smith bent over row","upper back"
1360,back,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/1360.gif,"smith one arm row","upper back"
1361,back,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/1361.gif,"smith reverse grip bent over row","upper back"
1362,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1362.gif,sphinx,spine
1363,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1363.gif,"spine stretch",spine
1364,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1364.gif,"standing pelvic tilt",spine
1365,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1365.gif,"upper back stretch","upper back"
1366,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1366.gif,"upward facing dog",spine
1367,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1367.gif,"wide grip rear pull-up",lats
1368,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1368.gif,"ankle circles",calves
1369,"lower legs",band,http://d205bpvrqc9yn1.cloudfront.net/1369.gif,"band two legs calf raise - (band under both legs) v. 2",calves
1370,"lower legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1370.gif,"barbell floor calf raise",calves
1371,"lower legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1371.gif,"barbell seated calf raise",calves
1372,"lower legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1372.gif,"barbell standing calf raise",calves
1373,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1373.gif,"bodyweight standing calf raise",calves
1374,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1374.gif,"box jump down with one leg stabilization",calves
1375,"lower legs",cable,http://d205bpvrqc9yn1.cloudfront.net/1375.gif,"cable standing calf raise",calves
1376,"lower legs",cable,http://d205bpvrqc9yn1.cloudfront.net/1376.gif,"cable standing one leg calf raise",calves
1377,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1377.gif,"calf stretch with hands against wall",calves
1378,"lower legs",rope,http://d205bpvrqc9yn1.cloudfront.net/1378.gif,"calf stretch with rope",calves
1379,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1379.gif,"dumbbell seated calf raise",calves
1380,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1380.gif,"dumbbell seated one leg calf raise - hammer grip",calves
1381,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1381.gif,"dumbbell seated one leg calf raise - palm up",calves
1382,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1382.gif,"exercise ball on the wall calf raise",calves
1383,"lower legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/1383.gif,"hack calf raise",calves
1384,"lower legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/1384.gif,"hack one leg calf raise",calves
1385,"lower legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1385.gif,"lever seated squat calf raise on leg press machine",calves
1386,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1386.gif,"one leg donkey calf raise",calves
1387,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1387.gif,"one leg floor calf raise",calves
1388,"lower legs",rope,http://d205bpvrqc9yn1.cloudfront.net/1388.gif,"peroneals stretch",calves
1389,"lower legs",rope,http://d205bpvrqc9yn1.cloudfront.net/1389.gif,"posterior tibialis stretch",calves
1390,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1390.gif,"seated calf stretch (male)",calves
1391,"lower legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/1391.gif,"sled calf press on leg press",calves
1392,"lower legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/1392.gif,"sled one leg calf press on leg press",calves
1393,"lower legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/1393.gif,"smith one leg floor calf raise",calves
1394,"lower legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/1394.gif,"smith reverse calf raises",calves
1395,"lower legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/1395.gif,"smith seated one leg calf raise",calves
1396,"lower legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/1396.gif,"smith toe raise",calves
1397,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1397.gif,"standing calves",calves
1398,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1398.gif,"standing calves calf stretch",calves
1399,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/1399.gif,"bench dip on floor",triceps
1401,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1401.gif,"muscle-up (on vertical bar)",lats
1403,neck,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1403.gif,"neck side stretch","levator scapulae"
1405,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1405.gif,"back pec stretch",lats
1407,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1407.gif,"calf push stretch with hands against wall",calves
1408,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/1408.gif,"band hip lift",glutes
1409,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1409.gif,"barbell glute bridge",glutes
1410,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1410.gif,"barbell lateral lunge",glutes
1411,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/1411.gif,"barbell palms down wrist curl over a bench",forearms
1412,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/1412.gif,"barbell palms up wrist curl over a bench",forearms
1413,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/1413.gif,"cable reverse one arm curl",biceps
1414,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1414.gif,"dumbbell one arm reverse preacher curl",biceps
1415,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1415.gif,"dumbbell one arm seated neutral wrist curl",forearms
1416,"upper legs","stability ball",http://d205bpvrqc9yn1.cloudfront.net/1416.gif,"exercise ball one leg prone lower body rotation",glutes
1417,"upper legs","stability ball",http://d205bpvrqc9yn1.cloudfront.net/1417.gif,"exercise ball one legged diagonal kick hamstring curl",glutes
1418,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1418.gif,"hug keens to chest",glutes
1419,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1419.gif,"iron cross stretch",glutes
1420,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1420.gif,"kneeling jump squat",glutes
1421,"lower arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/1421.gif,"modified push up to lower arms",forearms
1422,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1422.gif,"pelvic tilt into bridge",glutes
1423,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1423.gif,"reverse hyper on flat bench",glutes
1424,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1424.gif,"seated glute stretch",glutes
1425,"upper legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/1425.gif,"sled 45 degrees one leg press",glutes
1426,"lower arms","smith machine",http://d205bpvrqc9yn1.cloudfront.net/1426.gif,"smith seated wrist curl",forearms
1427,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/1427.gif,"straight leg outer hip abductor",abductors
1428,"lower arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/1428.gif,"wrist circles",forearms
1429,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1429.gif,"wide grip pull-up",lats
1430,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1430.gif,"chest dip (on dip-pull-up cage)",pectorals
1431,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1431.gif,"assisted standing chin-up",lats
1432,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1432.gif,"assisted standing pull-up",lats
1433,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/1433.gif,"smith front squat (clean grip)",glutes
1434,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/1434.gif,"smith low bar squat",glutes
1435,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1435.gif,"barbell low bar squat",glutes
1436,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/1436.gif,"barbell high bar squat",glutes
1437,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1437.gif,"dumbbell finger curls",forearms
1438,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/1438.gif,"kettlebell seated two arm military press",delts
1439,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1439.gif,"lever gripless shrug v. 2",traps
1441,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1441.gif,"dumbbell over bench one arm reverse wrist curl",forearms
